-152.122389334596619,985.207662607267480
-173.569593573183965,975.483237412161543
-198.873918312417800,954.688616154892316
-227.349345031519874,940.115666962815340
-253.578461227548701,926.169293905556742
-271.011427688933964,903.186500197662667
-284.279007252447968,874.927005161719308
-301.615708010094636,850.044490095916103
-316.313599105441540,829.131318106188928
-332.994462320195453,803.068647913525979
-357.022391258412767,785.737740321250385
-385.118589876048304,773.307301693356294
-403.947462501701125,750.591825662195561
-414.074507478563760,720.401297646356625
-420.962553189598452,690.484386165853948
-428.846626041855984,661.418769504337433
-438.431184996715842,637.823848397349479
-454.776207161574575,612.146654611090412
-474.096915022402072,588.571829858088677
-490.817382504744501,563.456365924929401
-503.461085343056197,535.738329071208909
-513.587259114681729,506.384798224017231
-519.141485774117541,476.437080419763447
-516.320685954896703,451.764366435196166
-505.375935051542456,422.875236467274931
-490.803229955139727,395.339856878602745
-472.124493097012873,372.326326092549607
-448.750834907233866,353.825829214559462
-424.229959377062642,331.039439313503749
-407.701698865483877,302.604242852922425
-412.679912388431035,275.095611772799089
-431.118023761830955,255.033144944392120
-441.180303649557345,230.699518543142517
-426.687808673264044,203.507128447392120
-409.713662974576323,174.058274631379277
-396.042156636207551,147.450497509793308
-371.814926202292781,131.463362695177466
-344.163545883427219,117.240523565138005
-326.839841897386691,92.449588377794612
-320.081403467568407,66.953729389705700
-316.645546474261437,36.638810480663778
-309.792765081994617,6.802563500326869
-296.143986548217185,-23.038546556764686
-281.845446863158259,-52.390831366387374
-273.818827763332365,-80.681047841797863
-278.850851696973109,-107.339579787816774
-293.629732927090458,-128.012832206003623
-316.578157760699469,-150.835252591956987
-340.070521364686783,-171.205653790667156
-364.548307481390452,-188.573344630600332
-390.994814229140616,-202.376766871512245
-419.462068162182618,-213.112963515825413
-448.402219441824855,-223.081950055617881
-477.122249894638685,-233.086775094723407
-501.275360766191852,-240.566092218020685
-530.688566618998834,-248.309600583221254
-560.021915692283301,-256.415373473358386
-588.884226246972048,-266.026558886149587
-617.334995813188016,-276.827998457082913
-645.662566497749026,-287.935943654500079
-674.284009943251476,-298.169410090128622
-703.370083199132978,-307.062420829181974
-727.627047720864539,-314.443418589462453
-756.690545072205850,-323.410294428381349
-786.252646161794246,-330.744242407121874
-816.033149113252193,-337.083283327996469
-845.130715388031604,-345.001276473951521
-874.312798745118243,-353.992942125195668
-904.645337131966244,-362.037257524169718
-928.106407054395504,-369.391270448302521
-950.221393045187597,-381.336619133345721
-965.282966589825492,-396.917845983095049
-973.698968321808934,-415.821285686687588
-975.877299822774830,-437.733235141427258
-972.225862674360087,-462.339991244619569
-963.152558458201611,-489.327850893568893
-949.065288755936763,-518.383110985580061
-933.790065661136396,-543.948770659179218
-911.569936953316528,-575.979508227304450
-885.491563907361751,-609.188820780855622
-855.962848104908403,-643.263005217137561
-823.391691127594527,-677.888358433454187
-788.185994557055892,-712.751177327112373
-750.753659974930201,-747.537758795415129
-718.153424634393446,-776.242018466437230
-677.698331416665269,-810.074074652090076
-636.172321335321271,-842.941067954751361
-593.983295971999269,-874.529295271725459
-551.539156908334917,-904.525053500319473
-509.247805725966600,-932.614639537835956
-467.517144006530089,-958.484350281581101
-426.755073331662857,-981.820482628859736
-393.820857887294437,-999.105565901650607
-355.893948513111582,-1016.982047852572123
-320.091351331469923,-1031.436125949391680
-286.820967924005686,-1042.154097089412517
-256.490699872356117,-1048.822258169939232
-229.508448758158920,-1051.126906088277792
-206.282116163050205,-1048.754337741731888
-187.219603668667446,-1041.390850027607939
-174.809153348154723,-1031.215781118519772
-164.439722090742976,-1013.887517894333996
-159.389832082028420,-990.679509844933364
-159.716917901838315,-961.780579690776221
-163.297193787542142,-930.507113399745549
-167.590752698624442,-900.236439647892439
-171.567740053413445,-870.338876323449313
-174.768900418868270,-845.180893160637424
-179.784148770963270,-815.111441622143502
-185.923103896423981,-785.310175181464729
-190.367472482259245,-755.274584096805256
-193.118103135667752,-724.960230952012807
-196.653753750508827,-694.744143436099876
-201.642379747501650,-664.735498205676777
-206.258748429653224,-634.671667417332856
-209.624361696806545,-609.546766699793807
-213.661174321989620,-579.394089831739393
-217.417057144475393,-549.211381797944796
-220.446621105807367,-518.947711714616844
-223.410337364692055,-488.674315927876705
-227.481962483068060,-458.519139023881507
-233.534042590223748,-428.581208117466304
-240.668672919231540,-398.789341932375919
-246.332282077371474,-373.978683644186276
-251.458884275949799,-344.110077334674770
-253.355071710851348,-314.013208292463787
-252.745279214612310,-283.638516513191689
-253.575082344922748,-253.055571888417035
-258.077273995460473,-222.456864479012665
-263.934048832683061,-192.297562147055487
-267.714450929551504,-167.855563292602710
-268.987512763850532,-139.261057302336440
-268.270580579315720,-108.272672230934177
-267.832852925112661,-71.623936999906164
-264.493274759070800,-35.998364145846836
-252.297416755562722,-13.141150102471329
-226.945016752129845,-13.255937602367112
-198.814971265971849,-32.695119416056741
-183.843418871956487,-55.574120122222666
-166.904078828590968,-78.696145046318634
-138.943545673079143,-89.923835810047422
-112.834551409857909,-106.489158880993500
-95.454693261966781,-133.366800268209772
-71.858662436924874,-142.770390719505940
-39.713891684701366,-134.460596492285049
-12.961903806221926,-130.375342465526273
15.990417567470104,-134.470699842671138
43.077127918484848,-145.120441126660580
78.356635543490711,-148.512237528306059
109.602102192586244,-145.328041853342711
101.475980322630903,-153.764300655478792
66.288044012200999,-171.230420828476781
35.729853055533113,-186.229784015504720
14.630276428529896,-196.912612363169046
-14.718654786373577,-210.037835210381218
-44.705660549718232,-213.939135993260152
-69.136960491870809,-198.617471993504978
-91.333412717666761,-176.060998473066775
-117.972690104649928,-162.472437758152864
-153.603609500797006,-162.900924297754955
-181.016198571399400,-175.237954042075216
-174.634598243532423,-190.125907323100591
-150.292247338075299,-217.478809516544970
-142.530566436293043,-255.077867486708328
-151.542107238013614,-265.845643718778547
-168.711838950062884,-237.040129797101145
-187.020981817211691,-204.948235157247154
-205.035599037021257,-182.097275276267737
-221.351377343534296,-165.797654609042183
-240.525755097689853,-143.381425140228203
-251.365533537855754,-110.240066692506161
-250.439990575308684,-74.187824310889937
-244.956135891559484,-74.384280110645022
-233.023360363963434,-110.082618356852663
-208.061654589980435,-143.246758268261146
-192.453622822419220,-148.945858785217752
-200.815211885625331,-127.636085286948855
-220.408039423439050,-94.200161941624629
-236.220161060048440,-68.496818655001789
-249.081891853593675,-43.010237964476346
-260.220862884859343,-14.245770112577929
-270.909174857248559,14.421953879730154
-284.445834038324620,41.774537725638766
-296.398521039319803,68.664628457874983
-302.328001072481243,92.853858214231877
-302.048869161714038,127.501215338075667
-300.354122351701562,162.701720676847572
-318.222734725602663,178.633319397275386
-352.931174272793783,175.482814548361148
-360.291204448072904,188.990055972085656
-340.072544428509218,220.814793443450071
-325.162829138989309,244.557381134814136
-312.861665925514217,269.820644386835397
-302.817178125959003,297.617756935059106
-296.884590536656560,328.714517650627045
-295.433493325119002,361.430221375537940
-289.659642086102394,390.556012514765939
-270.135171885821023,410.769507958817144
-240.780490299959638,423.294001868167925
-216.450858737781573,430.839385786223602
-186.664013829119995,432.982993891025671
-152.724290361797671,421.674836742466823
-142.623437870699718,407.380971698423082
-175.359775168761757,404.997535854846433
-211.421171763253255,411.427651576935773
-242.909775724154770,405.852027747197781
-259.313594261487879,385.124223143391987
-255.099003008816453,351.301372754929503
-232.958082847385299,336.397392176326434
-202.891241038806356,347.274789162534717
-173.220278697062099,358.373529285608015
-142.760839351608979,360.290344678817746
-107.787280377948036,356.484143349645137
-89.740606913595116,340.718356067153195
-95.849838891640502,316.286181934181968
-103.417237464406753,283.344792874264726
-100.605168543126979,253.007893662979086
-102.728952705506686,224.546621110171372
-112.721367753127197,195.638413375162941
-122.028638889554941,163.753068122175364
-137.126803819306701,138.359604714056672
-170.485170845177322,132.828328041846135
-196.660342890773222,131.138064333027387
-200.081520058941805,111.631071706188663
-177.861435478042608,82.980807265561452
-151.107184687086374,67.379875123673401
-123.698149932395268,54.656682310530414
-95.733382647470535,40.795196401119483
-68.085823571268293,43.628007464160873
-45.445331224226720,57.445957204621209
-18.477412666787359,72.412132744545488
8.824192541035472,75.879500688306734
37.550341514477395,73.038999606331004
68.860117814568412,71.172581277101926
103.912486373658794,77.562087761206840
137.865426024060753,93.939138587197249
144.328954843558222,101.963904395175291
121.725145543284725,96.030352607604641
81.844963487066934,85.580973902802043
48.385654518345291,82.826276244212067
20.135111636316424,84.804549263041167
-9.936991409206485,85.162783511995372
-40.031145143897447,87.635335828822349
-67.520013401049255,96.594308993676918
-102.813033847462179,100.208035712256901
-131.707456063679160,98.555491519123734
-132.358021094269475,107.337349409341527
-99.793123264003839,126.406273258681040
-68.300797695845972,141.471078634143623
-49.530430277075425,159.873798496551217
-43.865449381184362,189.385603138050783
-44.572843375724915,222.072399680355716
-45.787794813429514,247.438007651947487
-45.906775957645664,277.187079463724899
-44.404281237250643,307.543541433554765
-44.030466531386310,338.133734758980381
-49.088848640479000,367.893103381362039
-70.060893118883996,393.259983527412146
-106.552807422134947,411.371706682979038
-119.410536588395075,423.809925774054477
-93.655261260059888,431.906414004464523
-71.837195434659293,442.942744193227441
-98.602490173582169,457.401987679879767
-136.391341912975349,471.520365157272977
-165.687735862281329,481.292371589836989
-192.749313614605398,483.194986314777680
-223.407766193161706,475.886356716314140
-248.449946358811076,473.767113994239025
-270.057104210494231,492.435632494311562
-278.487189694802623,524.315312882053490
-274.376415742419340,554.537139378826737
-265.892677698681382,583.574695377718740
-256.759248943012153,612.622677606200341
-244.848205085542645,640.884940633311999
-226.945588107246977,665.494271586255309
-206.128520529700154,680.758580487414974
-177.046376947561839,690.539581068679581
-146.796702616581229,690.621001749291963
-116.231875280906252,686.733405976224503
-85.813401757850102,683.010588497118306
-56.433320022104908,675.713014015249314
-28.506660482521170,662.599770997925134
0.066424904157202,654.393454215110296
25.393967492937009,655.808195304845640
56.079316341058984,656.791917368645500
86.113093823312738,651.614381248036580
115.715290428541493,644.295870015444848
145.287848168434721,637.848811472530770
175.439801541983570,630.884397128003002
204.454446612337051,620.386857558388783
224.598069791667740,606.062532858621580
243.570100358666423,582.335109076847175
